71,71,71,0,148,148,148,0,0,0,0,0,0,0,0,0,16900,17,1,71,1,148,43,120,43,120,1,1,0.0,0.0,background
52,115,469,118,52,684,1432,581,1,26735390,320608188,88605983,82,18969,64333,26138,320824713,6,12,1386,9,6161,754,5685,180,1380,4,7,1.464816384890813,0.0,background
59,59,59,0,138,138,138,0,0,0,0,0,0,0,0,0,11662,17,1,59,1,138,31,110,31,110,1,1,0.0,0.0,background
40,129,869,218,40,554,1432,543,1234,8903383,115594568,30799093,1233,14466095,115607079,38227701,115744025,6,13,1678,8,4439,1146,4107,191,1392,3,5,1.3208883431493221,0.3767701612564367,background
57,57,57,0,132,132,132,0,0,0,0,0,0,0,0,0,11635,17,1,57,1,132,29,104,29,104,1,1,0.0,0.0,background
61,61,61,0,77,77,77,0,0,0,0,0,0,0,0,0,11406,17,1,61,1,77,33,49,33,49,1,1,0.0,0.0,background
57,57,57,0,132,132,132,0,0,0,0,0,0,0,0,0,36362,17,1,57,1,132,29,104,29,104,1,1,0.0,0.0,background
141,141,141,0,268,268,268,0,0,0,0,0,0,0,0,0,12436,17,1,141,1,268,113,240,113,240,1,1,0.0,0.0,background
55,56,58,35,71,190,254,84,1274,3763,10015,4451,1096,3613,9743,4357,23218,17,3,170,3,571,86,487,29,226,3,3,0.6365141682948128,0.0,background
40,329,1432,480,40,452,1340,538,3,46045,253771,85738,441,36546,184312,58164,322323,6,7,2303,8,3617,2011,3293,517,156,4,4,0.9002560512685369,0.3767701612564367,background
51,656,1378,735,48,286,1378,445,248,1671185,14955152,4696619,2,1879891,14992030,4955929,15077204,17,9,5904,8,2291,5652,2067,1350,1350,9,8,0.7356219397587946,0.3767701612564367,background
52,119,469,123,52,529,1432,569,2,5485080,60108538,17273470,2,5024135,59999295,16575670,60335908,6,11,1315,12,6348,723,5716,180,1380,3,8,1.3143738430069454,0.5660857389596289,background
40,116,945,211,40,626,1420,622,927,26905915,45062540,21290306,306,5385131,45022005,12619421,565024312,6,21,2443,13,8143,1591,7599,517,1380,14,8,1.3778195080390327,0.7902679680745903,background
40,101,472,128,40,693,1432,608,109,4594,23998,7256,5,7627,53124,13675,135942,6,18,1829,15,10396,1097,9784,414,1392,5,12,1.5292482930376914,0.0,background
40,217,954,295,40,150,486,146,127,7880760,58925967,19989356,2,8428602,59001512,20622988,118211448,6,15,3267,14,2104,2655,1532,517,156,9,9,0.6559757323365467,0.410116318288409,background
78,78,78,48,0,0,0,0,625969,214930299,644164928,303514824,0,0,0,0,644790897,17,3,234,0,0,150,0,50,0,3,0,0,0,background
63,63,63,0,91,91,91,0,0,0,0,0,0,0,0,0,791,17,1,63,1,91,35,63,35,63,1,1,0.0,0.0,background
40,57,220,14,52,1263,1432,431,1,7209,84431,21391,178,11028,83221,25594,339374,6,47,2704,23,29056,168,27852,168,1380,1,21,0.4702359623552491,0.0,background
71,71,71,0,148,148,148,0,0,0,0,0,0,0,0,0,21234,17,1,71,1,148,43,120,43,120,1,1,0.0,0.0,background
40,165,574,183,40,351,1400,525,1,1641715,30442329,6788928,2,2075769,30486430,7593892,31192674,6,19,3139,15,5277,2355,4665,517,1360,7,7,0.7298712099831164,0.4850940913022115,audio_chat
40,62,1431,22,40,1326,1432,105,1,20312,2480859,158566,1,11677,2496063,122475,14758035,6,720,44709,1233,1635588,12453,1586256,517,212,45,1230,0.5167494371181983,0.08839782147960326,background
40,63,104,25,40,40,40,0,2,16306,65026,28128,1,38,115,54,65226,6,4,255,3,120,95,0,64,0,2,0,0.0,0.0,background
69,69,69,0,97,97,97,0,0,0,0,0,0,0,0,0,11654,17,1,69,1,97,41,69,41,69,1,1,0.0,0.0,background
40,139,1174,283,40,1204,1432,450,200,2181956,114844433,15337695,2,2105055,114862805,15074342,120008316,6,55,7693,57,68684,5485,66396,185,1392,7,53,0.7993288284255244,0.3805861760408914,background
52,67,83,15,0,0,0,0,2,1,2,1,0,0,0,0,2,6,2,135,0,0,31,0,31,0,1,0,0,0,background
52,463,1432,563,52,205,1222,258,1,31160,262309,56062,97,42186,261654,66370,903889,6,29,13447,21,4312,11927,3212,380,216,14,13,0.9019513816860838,0.380506218477596,audio_chat
57,57,57,0,208,208,208,0,0,0,0,0,0,0,0,0,11881,17,1,57,1,208,29,180,29,180,1,1,0.0,0.0,background
61,61,61,0,77,77,77,0,0,0,0,0,0,0,0,0,11620,17,1,61,1,77,33,49,33,49,1,1,0.0,0.0,background
40,86,220,67,40,707,1432,598,55,3009617,59964105,13066266,5,5469577,60034505,17254950,60192426,6,20,1736,11,7782,912,7330,180,1392,6,8,1.5941666991180168,0.3046360973492382,background
65,65,65,0,105,105,105,0,0,0,0,0,0,0,0,0,11733,17,1,65,1,105,37,77,37,77,1,1,0.0,0.0,background
57,57,57,0,132,132,132,0,0,0,0,0,0,0,0,0,60453,17,1,57,1,132,29,104,29,104,1,1,0.0,0.0,background
201,201,201,138,0,0,0,0,1000353,750630,1001096,433377,0,0,0,0,3002525,17,4,804,0,0,692,0,173,0,4,0,0,0,background
40,148,834,226,40,238,1054,352,121,4647801,44935197,12295497,119,5004404,44946472,12691281,65069267,6,14,2077,13,3098,1493,2566,517,212,6,8,0.6870920273799715,0.4293230219306163,background
192,192,192,96,0,0,0,0,1036118,518059,1036118,518059,0,0,0,0,1036118,17,2,384,0,0,328,0,164,0,2,0,0,0,audio_chat
71,71,71,0,148,148,148,0,0,0,0,0,0,0,0,0,16836,17,1,71,1,148,43,120,43,120,1,1,0.0,0.0,background
145,145,145,0,460,460,460,0,0,0,0,0,0,0,0,0,51162,17,1,145,1,460,117,432,117,432,1,1,0.0,0.0,background
40,82,97,23,40,43,75,6,54,41651573,60008929,27029640,1,37256697,60013028,28579925,708077376,6,17,1406,19,826,726,66,57,35,13,2,0.0,0.6581099875431142,background
66,66,66,0,207,207,207,0,0,0,0,0,0,0,0,0,11868,17,1,66,1,207,38,179,38,179,1,1,0.0,0.0,background
64,64,64,0,145,145,145,0,0,0,0,0,0,0,0,0,11619,17,1,64,1,145,36,117,36,117,1,1,0.0,0.0,background
57,57,57,0,132,132,132,0,0,0,0,0,0,0,0,0,11955,17,1,57,1,132,29,104,29,104,1,1,0.0,0.0,background
71,71,71,0,148,148,148,0,0,0,0,0,0,0,0,0,16776,17,1,71,1,148,43,120,43,120,1,1,0.0,0.0,background
71,71,71,0,148,148,148,0,0,0,0,0,0,0,0,0,17220,17,1,71,1,148,43,120,43,120,1,1,0.0,0.0,background
57,57,57,0,132,132,132,0,0,0,0,0,0,0,0,0,35707,17,1,57,1,132,29,104,29,104,1,1,0.0,0.0,background
40,181,1432,340,40,493,1432,609,148,6153,40826,11188,2,4519,29966,7552,98522,6,16,2911,16,7895,2259,7243,201,1392,6,10,0.9868994488385301,0.0,background
52,52,52,26,0,0,0,0,421056,210528,421056,210528,0,0,0,0,421056,17,2,104,0,0,48,0,24,0,2,0,0,0,background
71,71,71,0,148,148,148,0,0,0,0,0,0,0,0,0,16793,17,1,71,1,148,43,120,43,120,1,1,0.0,0.0,background
40,43,52,4,40,46,52,6,9989,93009,181080,88085,190889,95444,190889,95445,372038,6,4,172,2,92,0,0,0,0,0,0,0.0,0.6931471805599453,background
57,57,57,0,132,132,132,0,0,0,0,0,0,0,0,0,36581,17,1,57,1,132,29,104,29,104,1,1,0.0,0.0,background
125,125,125,97,0,0,0,0,3000147,4288463,10005374,3012300,0,0,0,0,30019251,17,7,875,0,0,679,0,97,0,7,0,0,0,video
71,71,71,0,148,148,148,0,0,0,0,0,0,0,0,0,16961,17,1,71,1,148,43,120,43,120,1,1,0.0,0.0,background
61,61,61,0,89,89,89,0,0,0,0,0,0,0,0,0,12083,17,1,61,1,89,33,61,33,61,1,1,0.0,0.0,background
