duration,url
387,https://www.netflix.com/watch/70087087?trackId=253845172&tctx=11%2C1%2C2af18373-707b-4eb2-bbb2-26f9e72872aa-5816522%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179771X28X5763X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
424,https://www.netflix.com/watch/70071832?trackId=251121952&tctx=9%2C2%2C2af18373-707b-4eb2-bbb2-26f9e72872aa-5816522%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179769X28X89844X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
361,https://www.netflix.com/watch/80204117?trackId=251148850&tctx=0%2C0%2C1e8141b3-c18d-4a36-9913-f99723df812b-5933740%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179767X28X1365X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
513,https://www.netflix.com/watch/70033005?trackId=253688255&tctx=5%2C2%2C2af18373-707b-4eb2-bbb2-26f9e72872aa-5816522%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179765X28X783X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
452,https://www.netflix.com/watch/70176968?trackId=254319126&tctx=4%2C1%2C2af18373-707b-4eb2-bbb2-26f9e72872aa-5816522%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179764X29X70303426X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
494,https://www.netflix.com/watch/80217130?trackId=253788158&tctx=2%2C2%2C9227c2f5-60cd-4be9-b946-9451431eaf4c-5815812%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179762X54XX1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
470,https://www.netflix.com/watch/80049194?trackId=254319126&tctx=4%2C3%2C2af18373-707b-4eb2-bbb2-26f9e72872aa-5816522%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179764X29X70303426X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
443,https://www.netflix.com/watch/70089214?trackId=254319126&tctx=4%2C5%2C2af18373-707b-4eb2-bbb2-26f9e72872aa-5816522%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179764X29X70303426X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
363,https://www.netflix.com/watch/81016196?trackId=254319126&tctx=4%2C9%2C2af18373-707b-4eb2-bbb2-26f9e72872aa-5816522%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179764X29X70303426X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
414,https://www.netflix.com/watch/70000196?trackId=253766212&tctx=7%2C2%2C2af18373-707b-4eb2-bbb2-26f9e72872aa-5816522%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179767X28X1365X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
482,https://www.netflix.com/watch/70105366?trackId=253766212&tctx=7%2C6%2C2af18373-707b-4eb2-bbb2-26f9e72872aa-5816522%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179767X28X1365X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
386,https://www.netflix.com/watch/70219525?trackId=251121952&tctx=9%2C1%2C2af18373-707b-4eb2-bbb2-26f9e72872aa-5816522%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179769X28X89844X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
428,https://www.netflix.com/watch/80201175?trackId=253704069&tctx=6%2C0%2C2af18373-707b-4eb2-bbb2-26f9e72872aa-5816522%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179766X32XX1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
594,https://www.netflix.com/watch/60037397?trackId=253737290&tctx=14%2C2%2C2af18373-707b-4eb2-bbb2-26f9e72872aa-5816522%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179774X28X8883X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
595,https://www.netflix.com/watch/80045292?trackId=253819179&tctx=12%2C2%2C2af18373-707b-4eb2-bbb2-26f9e72872aa-5816522%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179772X28X8933X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
468,https://www.netflix.com/watch/70290904?trackId=251115812&tctx=0%2C0%2Cffd22d09-f892-46f7-be40-aefec32b18b5-6259479%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179779X28X100381X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
