duration,url
543,https://www.netflix.com/watch/80130304?trackId=253863245&tctx=1%2C0%2C69139298-8f1f-4de9-880f-363d128106fe-4700773%2C7926f066-d6ea-4b23-a2c7-6966a91ccca0_58105906X19XX1544557221750%2C7926f066-d6ea-4b23-a2c7-6966a91ccca0_ROOT
365,https://www.netflix.com/watch/81005158?trackId=253863245&tctx=1%2C1%2C69139298-8f1f-4de9-880f-363d128106fe-4700773%2C7926f066-d6ea-4b23-a2c7-6966a91ccca0_58105906X19XX1544557221750%2C7926f066-d6ea-4b23-a2c7-6966a91ccca0_ROOT
514,https://www.netflix.com/watch/80988399?trackId=253863245&tctx=1%2C2%2C69139298-8f1f-4de9-880f-363d128106fe-4700773%2C7926f066-d6ea-4b23-a2c7-6966a91ccca0_58105906X19XX1544557221750%2C7926f066-d6ea-4b23-a2c7-6966a91ccca0_ROOT
463,https://www.netflix.com/watch/80133832?trackId=253863245&tctx=1%2C3%2C69139298-8f1f-4de9-880f-363d128106fe-4700773%2C7926f066-d6ea-4b23-a2c7-6966a91ccca0_58105906X19XX1544557221750%2C7926f066-d6ea-4b23-a2c7-6966a91ccca0_ROOT
533,https://www.netflix.com/watch/80060553?trackId=251158981&tctx=1%2C1%2Cf74dc7bb-6b36-4842-bc8d-06e6c58b7337-4867039%2C9c767b4a-def4-4266-a1ed-22720b6a1a85_58180886X28X7539X1544557302784%2C9c767b4a-def4-4266-a1ed-22720b6a1a85_ROOT
587,https://www.netflix.com/watch/80168302?trackId=251158981&tctx=1%2C2%2Cf74dc7bb-6b36-4842-bc8d-06e6c58b7337-4867039%2C9c767b4a-def4-4266-a1ed-22720b6a1a85_58180886X28X7539X1544557302784%2C9c767b4a-def4-4266-a1ed-22720b6a1a85_ROOT
556,https://www.netflix.com/watch/80120393?trackId=253788158&tctx=2%2C0%2C9227c2f5-60cd-4be9-b946-9451431eaf4c-4894828%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_42318445X54XX1544557350966%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_ROOT
467,https://www.netflix.com/watch/80131567?trackId=253863245&tctx=1%2C1%2C9227c2f5-60cd-4be9-b946-9451431eaf4c-4894828%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_42318444X19XX1544557350966%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_ROOT
389,https://www.netflix.com/watch/70135586?trackId=253788158&tctx=2%2C2%2C9227c2f5-60cd-4be9-b946-9451431eaf4c-4894828%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_42318445X54XX1544557350966%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_ROOT
333,https://www.netflix.com/watch/80117364?trackId=253863245&tctx=1%2C9%2C9227c2f5-60cd-4be9-b946-9451431eaf4c-4894828%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_42318444X19XX1544557350966%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_ROOT
596,https://www.netflix.com/watch/80000234?trackId=251171814&tctx=3%2C6%2C9227c2f5-60cd-4be9-b946-9451431eaf4c-4894828%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_42318446X28X1073915X1544557350966%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_ROOT
331,https://www.netflix.com/watch/80075918?trackId=253704069&tctx=5%2C0%2C0fb0fbea-a126-45f4-afac-8a59192a28ab-4898762%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_42318448X32XX1544557350966%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_ROOT
405,https://www.netflix.com/watch/80135325?trackId=253704069&tctx=5%2C4%2C0fb0fbea-a126-45f4-afac-8a59192a28ab-4898762%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_42318448X32XX1544557350966%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_ROOT
356,https://www.netflix.com/watch/80132701?trackId=251145952&tctx=7%2C1%2C0fb0fbea-a126-45f4-afac-8a59192a28ab-4898762%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_42318450X28X4366X1544557350966%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_ROOT
474,https://www.netflix.com/watch/80114793?trackId=251145952&tctx=7%2C2%2C0fb0fbea-a126-45f4-afac-8a59192a28ab-4898762%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_42318450X28X4366X1544557350966%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_ROOT
564,https://www.netflix.com/watch/80021756?trackId=251145952&tctx=7%2C3%2C0fb0fbea-a126-45f4-afac-8a59192a28ab-4898762%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_42318450X28X4366X1544557350966%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_ROOT
583,https://www.netflix.com/watch/80178406?trackId=251145952&tctx=7%2C8%2C0fb0fbea-a126-45f4-afac-8a59192a28ab-4898762%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_42318450X28X4366X1544557350966%2C622023fa-dcc6-4cd3-a976-6738c732f4ed_ROOT
441,https://www.netflix.com/watch/80242719?tctx=7%2C2%2Cd06c1f7a-9b5a-4d7a-a0fa-1042656276ed-5316545%2Cgallery-newRelease-d23d488a-e995-47e8-a81d-f5c7bf6f02cd_0%2C
476,https://www.netflix.com/watch/80187471?tctx=4%2C1%2Cd06c1f7a-9b5a-4d7a-a0fa-1042656276ed-5316545%2Cgallery-newRelease-d23d488a-e995-47e8-a81d-f5c7bf6f02cd_0%2C
580,https://www.netflix.com/watch/80196379?tctx=57%2C1%2Cd06c1f7a-9b5a-4d7a-a0fa-1042656276ed-5316545%2Cgallery-newRelease-d23d488a-e995-47e8-a81d-f5c7bf6f02cd_0%2C
427,https://www.netflix.com/watch/80186420?tctx=12%2C3%2Cd06c1f7a-9b5a-4d7a-a0fa-1042656276ed-5316545%2Cgallery-newRelease-d23d488a-e995-47e8-a81d-f5c7bf6f02cd_0%2C
362,https://www.netflix.com/watch/80206908?tctx=30%2C0%2Cd06c1f7a-9b5a-4d7a-a0fa-1042656276ed-5316545%2Cgallery-newRelease-d23d488a-e995-47e8-a81d-f5c7bf6f02cd_0%2C
509,https://www.netflix.com/watch/80230507?tctx=2%2C1%2Cd06c1f7a-9b5a-4d7a-a0fa-1042656276ed-5316545%2Cgallery-newRelease-d23d488a-e995-47e8-a81d-f5c7bf6f02cd_0%2C
371,https://www.netflix.com/watch/80220496?tctx=2%2C2%2Cd06c1f7a-9b5a-4d7a-a0fa-1042656276ed-5316545%2Cgallery-newRelease-d23d488a-e995-47e8-a81d-f5c7bf6f02cd_0%2C
559,https://www.netflix.com/watch/80119284?tctx=27%2C2%2Cd06c1f7a-9b5a-4d7a-a0fa-1042656276ed-5316545%2Cgallery-newRelease-d23d488a-e995-47e8-a81d-f5c7bf6f02cd_0%2C
330,https://www.netflix.com/watch/80196448?tctx=0%2C0%2Cd06c1f7a-9b5a-4d7a-a0fa-1042656276ed-5550785%2Cgallery-newRelease-d23d488a-e995-47e8-a81d-f5c7bf6f02cd_0%2C
586,https://www.netflix.com/watch/80108238?trackId=253934171&tctx=11%2C0%2C2ee72b70-f3ef-4c73-831c-0491a12e2409-5603314%2C8b3bad5b-bc2a-45c7-ac33-aca8730839c8_50087182X28X783X1544557731377%2C8b3bad5b-bc2a-45c7-ac33-aca8730839c8_ROOT
545,https://www.netflix.com/watch/80230507?trackId=250349380&tctx=0%2C0%2C0fb0fbea-a126-45f4-afac-8a59192a28ab-4616478%2C8b3bad5b-bc2a-45c7-ac33-aca8730839c8_50087177X55XX1544557731377%2C8b3bad5b-bc2a-45c7-ac33-aca8730839c8_ROOT
473,https://www.netflix.com/watch/80091866?trackId=252521373&tctx=0%2C0%2Cffd22d09-f892-46f7-be40-aefec32b18b5-4662071%2C8b3bad5b-bc2a-45c7-ac33-aca8730839c8_50087174X29X70254350X1544557731377%2C8b3bad5b-bc2a-45c7-ac33-aca8730839c8_ROOT
314,https://www.netflix.com/watch/70303426?trackId=251531799&tctx=0%2C0%2Cf87d2834-6375-42b4-821e-fb7443c7acf9-5600081%2C8b3bad5b-bc2a-45c7-ac33-aca8730839c8_50087181X28X8883X1544557731377%2C8b3bad5b-bc2a-45c7-ac33-aca8730839c8_ROOT
300,https://www.netflix.com/watch/81038832?trackId=253852041&tctx=19%2C1%2C2ee72b70-f3ef-4c73-831c-0491a12e2409-5603314%2C8b3bad5b-bc2a-45c7-ac33-aca8730839c8_50087190X28X5763X1544557731377%2C8b3bad5b-bc2a-45c7-ac33-aca8730839c8_ROOT
340,https://www.netflix.com/watch/70100379?trackId=251573830&tctx=0%2C0%2C53f58b0f-e248-482f-9cc3-398ac088a38b-4595086%2C8b3bad5b-bc2a-45c7-ac33-aca8730839c8_50087176X28X6548X1544557731377%2C8b3bad5b-bc2a-45c7-ac33-aca8730839c8_ROOT
464,https://www.netflix.com/watch/70028891?trackId=251531799&tctx=0%2C0%2Ca5cd283c-2ef6-4a4d-98ed-56db8ee70ac3-5661907%2C8b3bad5b-bc2a-45c7-ac33-aca8730839c8_50087181X28X8883X1544557731377%2C8b3bad5b-bc2a-45c7-ac33-aca8730839c8_ROOT
491,https://www.netflix.com/watch/70243449?trackId=253688255&tctx=5%2C1%2C2af18373-707b-4eb2-bbb2-26f9e72872aa-5816522%2C9f19ce4b-682c-4333-bfde-cf95ec705989_50179765X28X783X1544557879010%2C9f19ce4b-682c-4333-bfde-cf95ec705989_ROOT
